Team;Driver;Compound;LapTime;Year;GP
Mercedes;RUS;MEDIUM;0 days 00:01:39.731000;2023;Las Vegas Grand Prix
Mercedes;BOT;HARD;0 days 00:01:09.072081632;2019;Austrian Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:09.693631578;2019;Austrian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:08.796900;2019;Austrian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:09.651000;2019;Austrian Grand Prix
Mercedes;RUS;HARD;0 days 00:01:37.876451612;2023;Las Vegas Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:38.930285714;2023;Las Vegas Grand Prix
Mercedes;HAM;HARD;0 days 00:01:38.168333333;2023;Las Vegas Grand Prix
Mercedes;BOT;HARD;0 days 00:01:46.926821428;2021;Azerbaijan Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:48.601500;2021;Azerbaijan Grand Prix
Mercedes;BOT;HARD;0 days 00:01:18.658100;2020;Hungarian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:45.955482758;2021;Azerbaijan Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:08.618913043;2020;Styrian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:07.992697674;2020;Styrian Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:08.716107142;2020;Styrian Grand Prix
Mercedes;RUS;SOFT;0 days 00:01:24.247916666;2022;Hungarian Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:23.689666666;2022;Hungarian Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:22.557437500;2022;Hungarian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:24.075627906;2022;Hungarian Grand Prix
Mercedes;BOT;HARD;0 days 00:01:20.169970588;2019;Mexican Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:21.474093750;2019;Mexican Grand Prix
Mercedes;HAM;HARD;0 days 00:01:20.575446808;2019;Mexican Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:47.985900;2021;Azerbaijan Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:27.458705882;2019;Australian Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:28.574333333;2019;Australian Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:15.902324324;2023;São Paulo Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:10.604440;2021;Styrian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:09.093675675;2021;Styrian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:09.980440;2021;Styrian Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:07.058000;2021;Styrian Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:31.805900;2022;British Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:33.128655172;2022;British Grand Prix
Mercedes;HAM;HARD;0 days 00:01:31.661250;2022;British Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:33.277866666;2023;Miami Grand Prix
Mercedes;HAM;HARD;0 days 00:01:17.328347826;2023;Canadian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:31.387894736;2023;Miami Grand Prix
Mercedes;RUS;HARD;0 days 00:01:42.043500;2023;United States Grand Prix
Mercedes;HAM;HARD;0 days 00:01:33.309971428;2023;Miami Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:32.941421052;2019;Japanese Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:33.659750;2019;Japanese Grand Prix
Mercedes;RUS;SOFT;0 days 00:01:27.045200;2023;Qatar Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:28.361722222;2023;Qatar Grand Prix
Mercedes;RUS;HARD;0 days 00:01:26.176750;2023;Qatar Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:09.431052631;2020;Austrian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:08.396709677;2020;Austrian Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:09.583285714;2020;Austrian Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:33.443588235;2019;Japanese Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:16.548526315;2023;Canadian Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:34.110103448;2019;Japanese Grand Prix
Mercedes;HAM;HARD;0 days 00:01:29.162517241;2019;British Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:32.647681818;2021;British Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:30.124162162;2019;British Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:16.491200;2023;São Paulo Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:21.797823529;2019;Spanish Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:21.744815789;2019;Spanish Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:21.912588235;2019;Spanish Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:21.479794871;2019;Spanish Grand Prix
Mercedes;RUS;HARD;0 days 00:01:17.988081632;2023;Monaco Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:18.304000;2023;Monaco Grand Prix
Mercedes;HAM;HARD;0 days 00:01:17.134157894;2023;Monaco Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:27.948142857;2019;Australian Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:29.060076923;2019;Australian Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:23.290600;2021;Spanish Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:11.490666666;2022;Austrian Grand Prix
Mercedes;RUS;HARD;0 days 00:01:10.542074074;2022;Austrian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:10.504964285;2022;Austrian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:21.418342857;2021;Spanish Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:20.918300;2021;Spanish Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:22.269037037;2021;Spanish Grand Prix
Mercedes;BOT;HARD;0 days 00:01:31.262971428;2020;70th Anniversary Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:32.299750;2020;70th Anniversary Grand Prix
Mercedes;HAM;HARD;0 days 00:01:31.083142857;2020;70th Anniversary Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:32.480846153;2020;70th Anniversary Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:41.586294117;2023;United States Grand Prix
Mercedes;BOT;HARD;0 days 00:01:09.421860465;2021;Styrian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:22.627600;2021;Portuguese Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:29.062166666;2019;British Grand Prix
Mercedes;HAM;HARD;0 days 00:01:37.849303030;2023;Japanese Grand Prix
Mercedes;RUS;INTERMEDIATE;0 days 00:01:48.424700;2022;Japanese Grand Prix
Mercedes;RUS;SOFT;0 days 00:01:33.174560;2023;British Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:35.318875;2023;Saudi Arabian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:33.729888888;2021;Saudi Arabian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:32.272916666;2021;Saudi Arabian Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:33.237968750;2021;Saudi Arabian Grand Prix
Mercedes;RUS;HARD;0 days 00:01:33.724200;2023;Saudi Arabian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:33.867766666;2023;Saudi Arabian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:36.066437500;2023;Saudi Arabian Grand Prix
Mercedes;RUS;SOFT;0 days 00:00:56.535625;2020;Sakhir Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:00:57.951478260;2020;Sakhir Grand Prix
Mercedes;RUS;HARD;0 days 00:00:56.966846153;2020;Sakhir Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:00:58.266425;2020;Sakhir Grand Prix
Mercedes;BOT;HARD;0 days 00:01:37.410846153;2019;Chinese Grand Prix
Mercedes;RUS;SOFT;0 days 00:01:17.116000;2023;Dutch Grand Prix
Mercedes;RUS;HARD;0 days 00:01:16.503973684;2023;Dutch Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:16.123525;2023;Dutch Grand Prix
Mercedes;BOT;HARD;0 days 00:00:57.367851851;2020;Sakhir Grand Prix
Mercedes;BOT;INTERMEDIATE;0 days 00:01:33.843303571;2021;Turkish Grand Prix
Mercedes;HAM;INTERMEDIATE;0 days 00:01:34.423370370;2021;Turkish Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:23.290434782;2019;Italian Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:25.045440;2019;Italian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:24.054384615;2019;Italian Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:24.959904761;2019;Italian Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:31.508357142;2023;British Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:15.743588235;2022;São Paulo Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:31.300785714;2023;British Grand Prix
Mercedes;HAM;HARD;0 days 00:01:20.044800;2020;Portuguese Grand Prix
Mercedes;BOT;HARD;0 days 00:01:41.854928571;2020;Abu Dhabi Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:30.716518518;2020;Eifel Grand Prix
Mercedes;HAM;INTERMEDIATE;0 days 00:01:48.516800;2022;Japanese Grand Prix
Mercedes;HAM;HARD;0 days 00:01:22.008341463;2023;Australian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:22.646717948;2022;Mexico City Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:23.317666666;2022;Mexico City Grand Prix
Mercedes;RUS;HARD;0 days 00:01:22.647290322;2022;Mexico City Grand Prix
Mercedes;RUS;SOFT;0 days 00:01:38.792500;2022;Bahrain Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:37.873700;2022;Bahrain Grand Prix
Mercedes;RUS;HARD;0 days 00:01:38.925500;2022;Bahrain Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:38.047133333;2022;Bahrain Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:37.740000;2022;Bahrain Grand Prix
Mercedes;HAM;HARD;0 days 00:01:38.879571428;2022;Bahrain Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:30.594666666;2020;Eifel Grand Prix
Mercedes;BOT;HARD;0 days 00:01:42.185440;2021;Russian Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:40.427250;2021;Russian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:38.390200;2021;Russian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:41.751291666;2021;Russian Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:23.376781250;2022;Mexico City Grand Prix
Mercedes;RUS;SOFT;0 days 00:01:20.153000;2022;Mexico City Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:33.236451612;2023;British Grand Prix
Mercedes;BOT;HARD;0 days 00:01:20.607208333;2020;Portuguese Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:21.878694444;2020;Portuguese Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:21.633270270;2020;Portuguese Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:15.706861111;2022;São Paulo Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:16.021434782;2022;São Paulo Grand Prix
Mercedes;RUS;SOFT;0 days 00:01:15.420709677;2022;São Paulo Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:11.698533333;2019;Brazilian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:37.997700;2023;Bahrain Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:39.701222222;2023;Bahrain Grand Prix
Mercedes;RUS;HARD;0 days 00:01:37.959717948;2023;Bahrain Grand Prix
Mercedes;RUS;SOFT;0 days 00:01:39.811555555;2023;Bahrain Grand Prix
Mercedes;BOT;INTERMEDIATE;0 days 00:01:41.865761904;2020;Turkish Grand Prix
Mercedes;HAM;INTERMEDIATE;0 days 00:01:41.319848484;2020;Turkish Grand Prix
Mercedes;BOT;HARD;0 days 00:01:41.044918918;2021;United States Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:43.755916666;2021;United States Grand Prix
Mercedes;HAM;HARD;0 days 00:01:40.064000;2021;United States Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:41.667500;2021;United States Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:13.292219512;2019;Brazilian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:21.637833333;2021;Mexico City Grand Prix
Mercedes;HAM;HARD;0 days 00:01:20.457829268;2021;Mexico City Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:19.181333333;2021;Mexico City Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:21.260315789;2021;Mexico City Grand Prix
Mercedes;BOT;HARD;0 days 00:01:22.684611111;2021;Mexico City Grand Prix
Mercedes;HAM;HARD;0 days 00:01:24.325645161;2023;Hungarian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:23.537909090;2023;Hungarian Grand Prix
Mercedes;RUS;HARD;0 days 00:01:25.624954545;2023;Hungarian Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:23.295184210;2023;Hungarian Grand Prix
Mercedes;BOT;HARD;0 days 00:01:37.278142857;2020;Bahrain Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:34.271600;2020;Bahrain Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:51.832000;2023;Belgian Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:52.134363636;2023;Belgian Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:54.085416666;2023;Belgian Grand Prix
Mercedes;RUS;SOFT;0 days 00:01:51.701904761;2023;Belgian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:16.945615384;2019;Canadian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:15.426878048;2019;Canadian Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:14.135500;2019;Canadian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:27.142080;2021;Qatar Grand Prix
Mercedes;HAM;HARD;0 days 00:01:27.085045454;2021;Qatar Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:48.673111111;2019;Singapore Grand Prix
Mercedes;HAM;HARD;0 days 00:01:46.609363636;2019;Singapore Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:48.904928571;2019;Singapore Grand Prix
Mercedes;BOT;HARD;0 days 00:01:46.929520;2019;Singapore Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:17.262000;2019;Canadian Grand Prix
Mercedes;BOT;HARD;0 days 00:01:15.760457142;2019;Canadian Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:42.987444444;2020;Abu Dhabi Grand Prix
Mercedes;BOT;HARD;0 days 00:01:18.949714285;2020;Emilia Romagna Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:17.342833333;2020;Emilia Romagna Grand Prix
Mercedes;HAM;HARD;0 days 00:01:17.983600;2020;Emilia Romagna Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:19.065481481;2020;Emilia Romagna Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:16.484166666;2020;Emilia Romagna Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:37.660162162;2019;Chinese Grand Prix
Mercedes;HAM;HARD;0 days 00:01:37.176083333;2019;Chinese Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:37.559000;2019;Chinese Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:14.764235294;2021;São Paulo Grand Prix
Mercedes;HAM;HARD;0 days 00:01:13.059615384;2021;São Paulo Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:15.071052631;2021;São Paulo Grand Prix
Mercedes;BOT;HARD;0 days 00:01:13.275684210;2021;São Paulo Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:19.393000;2020;Emilia Romagna Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:25.962590909;2021;Italian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:23.118333333;2023;Australian Grand Prix
Mercedes;BOT;HARD;0 days 00:01:41.442200;2019;Abu Dhabi Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:48.157333333;2023;Azerbaijan Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:33.420818181;2022;Miami Grand Prix
Mercedes;RUS;HARD;0 days 00:01:34.913081081;2022;Miami Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:35.427800;2022;Miami Grand Prix
Mercedes;HAM;HARD;0 days 00:01:33.727370370;2022;Miami Grand Prix
Mercedes;RUS;HARD;0 days 00:01:46.700942857;2023;Azerbaijan Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:47.854142857;2023;Azerbaijan Grand Prix
Mercedes;HAM;HARD;0 days 00:01:46.473842105;2023;Azerbaijan Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:36.943095238;2019;Russian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:38.856030303;2023;Singapore Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:39.003541666;2019;Russian Grand Prix
Mercedes;RUS;SOFT;0 days 00:01:43.370000;2023;Azerbaijan Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:37.075571428;2019;Russian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:20.449266666;2019;Hungarian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:20.836895833;2019;Hungarian Grand Prix
Mercedes;BOT;HARD;0 days 00:01:22.105400;2020;Tuscan Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:23.195944444;2020;Tuscan Grand Prix
Mercedes;HAM;HARD;0 days 00:01:41.207451612;2022;United States Grand Prix
Mercedes;BOT;HARD;0 days 00:01:26.964541666;2021;Italian Grand Prix
Mercedes;RUS;HARD;0 days 00:01:41.623678571;2022;United States Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:43.379750;2022;United States Grand Prix
Mercedes;RUS;SOFT;0 days 00:01:38.788000;2022;United States Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:20.529083333;2020;Tuscan Grand Prix
Mercedes;HAM;HARD;0 days 00:01:22.235600;2020;Tuscan Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:39.503250;2019;Russian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:21.239807692;2021;Hungarian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:21.799880;2021;Hungarian Grand Prix
Mercedes;BOT;HARD;0 days 00:01:34.784735294;2021;Bahrain Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:35.574227272;2019;French Grand Prix
Mercedes;HAM;HARD;0 days 00:01:34.436000;2019;French Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:35.926857142;2019;French Grand Prix
Mercedes;BOT;HARD;0 days 00:01:34.606428571;2019;French Grand Prix
Mercedes;RUS;SOFT;0 days 00:01:27.616458333;2022;Spanish Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:28.169636363;2022;Spanish Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:27.598103448;2022;Spanish Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:27.236500;2022;Spanish Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:36.178142857;2021;Bahrain Grand Prix
Mercedes;RUS;HARD;0 days 00:01:38.476307692;2023;Japanese Grand Prix
Mercedes;HAM;HARD;0 days 00:01:34.867850;2021;Bahrain Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:36.150272727;2021;Bahrain Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:24.714576923;2020;Italian Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:26.032687500;2020;Italian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:23.935833333;2020;Italian Grand Prix
Mercedes;BOT;HARD;0 days 00:01:17.596666666;2019;Monaco Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:23.504000;2020;Italian Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:25.112947368;2020;Italian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:39.433700;2023;Japanese Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:34.349416666;2020;Bahrain Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:16.667333333;2019;Monaco Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:17.688177419;2019;Monaco Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:16.638000;2019;Monaco Grand Prix
Mercedes;BOT;HARD;0 days 00:01:21.879928571;2019;Hungarian Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:20.516409090;2019;Hungarian Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:21.767571428;2022;Emilia Romagna Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:22.367948717;2022;Emilia Romagna Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:42.746636363;2022;United States Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:15.427100;2021;Dutch Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:40.209150;2020;Russian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:39.246371428;2020;Russian Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:40.807900;2020;Russian Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:26.954588235;2023;Italian Grand Prix
Mercedes;RUS;HARD;0 days 00:01:26.337516129;2023;Italian Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:14.617272727;2021;Dutch Grand Prix
Mercedes;HAM;HARD;0 days 00:01:27.284280;2023;Italian Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:47.697400;2019;Belgian Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:49.695666666;2019;Belgian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:47.400571428;2019;Belgian Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:49.470352941;2019;Belgian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:43.513444444;2020;Abu Dhabi Grand Prix
Mercedes;HAM;HARD;0 days 00:01:41.920200;2020;Abu Dhabi Grand Prix
Mercedes;HAM;HARD;0 days 00:01:41.650285714;2019;Abu Dhabi Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:43.838541666;2019;Abu Dhabi Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:35.909214285;2022;Saudi Arabian Grand Prix
Mercedes;RUS;HARD;0 days 00:01:33.934259259;2022;Saudi Arabian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:34.149222222;2022;Saudi Arabian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:35.571137931;2022;Saudi Arabian Grand Prix
Mercedes;BOT;HARD;0 days 00:01:38.610440;2020;Russian Grand Prix
Mercedes;BOT;MEDIUM;0 days 00:01:45.870083333;2019;Azerbaijan Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:26.254238095;2023;Italian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:45.672371428;2019;Azerbaijan Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:23.121772727;2020;Tuscan Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:20.535461538;2020;Tuscan Grand Prix
Mercedes;HAM;HARD;0 days 00:01:39.617684210;2023;Singapore Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:14.127866666;2021;Dutch Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:14.993473684;2021;Dutch Grand Prix
Mercedes;HAM;HARD;0 days 00:01:10.630208333;2023;Austrian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:09.867645161;2023;Austrian Grand Prix
Mercedes;RUS;HARD;0 days 00:01:10.868280;2023;Austrian Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:42.873680;2019;Abu Dhabi Grand Prix
Mercedes;BOT;SOFT;0 days 00:01:48.272000;2019;Azerbaijan Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:24.964529411;2022;Australian Grand Prix
Mercedes;RUS;HARD;0 days 00:01:31.982974358;2023;Miami Grand Prix
Mercedes;RUS;MEDIUM;0 days 00:01:10.043916666;2023;Austrian Grand Prix
Mercedes;HAM;HARD;0 days 00:01:22.702103448;2022;Australian Grand Prix
Mercedes;HAM;SOFT;0 days 00:01:48.400400;2019;Azerbaijan Grand Prix
Mercedes;HAM;MEDIUM;0 days 00:01:24.790466666;2022;Australian Grand Prix
Mercedes;RUS;HARD;0 days 00:01:22.647379310;2022;Australian Grand Prix
Racing Point;STR;SOFT;0 days 00:01:38.216100;2019;Chinese Grand Prix
Racing Point;STR;SOFT;0 days 00:01:50.114000;2019;Azerbaijan Grand Prix
Racing Point;STR;MEDIUM;0 days 00:01:19.203111111;2019;Monaco Grand Prix
Racing Point;STR;HARD;0 days 00:01:17.702653846;2019;Monaco Grand Prix
Racing Point;PER;HARD;0 days 00:01:39.431363636;2019;Chinese Grand Prix
Racing Point;PER;HARD;0 days 00:01:18.114145833;2019;Monaco Grand Prix
Racing Point;STR;HARD;0 days 00:01:17.320258064;2019;Canadian Grand Prix
Racing Point;STR;MEDIUM;0 days 00:01:47.556315789;2019;Azerbaijan Grand Prix
Racing Point;PER;MEDIUM;0 days 00:01:37.781261904;2019;Bahrain Grand Prix
Racing Point;PER;SOFT;0 days 00:01:38.809200;2019;Bahrain Grand Prix
Racing Point;PER;HARD;0 days 00:01:36.239781250;2019;French Grand Prix
Racing Point;PER;MEDIUM;0 days 00:01:19.188500;2019;Monaco Grand Prix
Racing Point;STR;MEDIUM;0 days 00:01:16.844272727;2019;Canadian Grand Prix
Racing Point;STR;MEDIUM;0 days 00:01:38.326195652;2019;Bahrain Grand Prix
Racing Point;PER;MEDIUM;0 days 00:01:23.452647058;2019;Spanish Grand Prix
Racing Point;PER;HARD;0 days 00:01:17.168021739;2019;Canadian Grand Prix
Racing Point;PER;SOFT;0 days 00:01:22.535428571;2019;Spanish Grand Prix
Racing Point;STR;MEDIUM;0 days 00:01:30.214260869;2019;Australian Grand Prix
Racing Point;STR;HARD;0 days 00:01:37.311114285;2019;French Grand Prix
Racing Point;STR;MEDIUM;0 days 00:01:35.484000;2019;French Grand Prix
Racing Point;STR;HARD;0 days 00:01:28.677310344;2019;Australian Grand Prix
Racing Point;PER;SOFT;0 days 00:01:31.122777777;2019;Australian Grand Prix
Racing Point;PER;SOFT;0 days 00:01:49.761750;2019;Azerbaijan Grand Prix
Racing Point;PER;HARD;0 days 00:01:29.717050;2019;Australian Grand Prix
Racing Point;STR;MEDIUM;0 days 00:01:40.925272727;2019;Chinese Grand Prix
Racing Point;STR;HARD;0 days 00:01:39.614636363;2019;Chinese Grand Prix
Racing Point;PER;MEDIUM;0 days 00:01:40.481187500;2019;Chinese Grand Prix
Racing Point;PER;MEDIUM;0 days 00:01:47.123783783;2019;Azerbaijan Grand Prix
